Year,Month,Springmaid Pier,Oyster Landing (N Inlet Estuary),"Charleston, Cooper River Entrance",Fort Pulaski,Fernandina Beach,Mayport (Bar Pilots Dock),Mayport (Ferry Depot),I-295 Buckman Bridge,St. Augustine Beach,"Trident Pier, Port Canaveral","Lake Worth Pier, Atlantic Ocean","Virginia Key, Biscayne Bay",Key Colony Beach,"Vaca Key, Florida Bay",Key West,"Naples, Gulf of Mexico",Fort Myers,"St. Petersburg, Tampa Bay",Mckay Bay Entrance,Clearwater Beach,Cedar Key,Apalachicola,Panama City,Panama City Beach,Pensacola,"Weeks Bay, Mobile Bay",Dauphin Island,Dog River Bridge,"Coast Guard Sector Mobile, AL",Mobile State Docks,Chickasaw Creek,West Fowl River Bridge,Bayou La Batre Bridge,"Dock E, Port of Pascagoula",Pascagoula NOAA Lab,Bay Waveland Yacht Club,Pilottown,"Pilots Station East, S.W. Pass",Shell Beach,Grand Isle,New Canal Station,"Port Fourchon, Belle Pass","Berwick, Atchafalaya River","LAWMA, Amerada Pass",Freshwater Canal Locks,Lake Charles,Bulk Terminal,Calcasieu Pass
1898,2,,,,,-16.01871586972089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,3,,,,,-10.19225177601889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,4,,,,,-15.454559123689142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,5,,,,,-13.841176507201686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,6,,,,,-19.024142457022474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,7,,,,,-21.253273281395234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,8,,,,,-17.460128120104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,9,,,,,7.274329765199747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,10,,,,,16.72333962183057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,11,,,,,0.24752420964419108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,12,,,,,-24.402439059409982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,1,,,,,-11.635294218540091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,2,,,,,-21.631364679244694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,3,,,,,-29.583380808276956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,4,,,,,-10.618586901466918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,5,,,,,0.5803288691424006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,6,,,,,-13.908864679244695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,7,,,,,-13.510934571717815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,8,,,,,-5.124106614728568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,9,,,,,4.431551987421969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,10,,,,,18.273339621830573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,11,,,,,3.3762742096441913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,12,,,,,-8.007708765266202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,1,,,,,-19.548972206126418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,2,,,,,-27.00755515543517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,3,,,,,-21.271015216879107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,4,,,,,-12.174975790355807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,5,,,,,-9.146956077094158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,6,,,,,-13.014975790355805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,7,,,,,-23.514429195373733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,8,,,,,-16.49762812010491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,9,,,,,-8.171364679244698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,10,,,,,11.877103062690788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,11,,,,,-8.95733690146692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,12,,,,,-8.963891560965127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,1,,,,,-11.109052851287709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,2,,,,,-19.90219801257803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,3,,,,,-29.38674102333072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,4,,,,,-13.938170234800252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,5,,,,,-12.458380808276955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,6,,,,,-13.594420234800252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,7,,,,,-20.16469801257803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,8,,,,,-16.335665754513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,9,,,,,17.505857542977527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,10,,,,,23.7795224175295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,11,,,,,5.502246431866414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,12,,,,,-15.449375431932868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,1,,,,,-20.15448295881459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,2,,,,,-23.89416229829232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,3,,,,,-15.808515216879103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,4,,,,,-16.280114679244697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,5,,,,,-7.608111991072653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,6,,,,,-8.943031345911363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,7,,,,,-17.359052851287707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,8,,,,,-11.060934571717818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,9,,,,,6.184468654088635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,10,,,,,11.500758976669282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,11,,,,,14.136135320755304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,12,,,,,-6.01980553945975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,1,,,,,-16.903407689997387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,2,,,,,-18.03121586972089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,3,,,,,-4.061337797524266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,4,,,,,-3.465253568133586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,5,,,,,15.576699836884334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,6,,,,,4.396135320755302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,7,,,,,-10.575585109352225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,8,,,,,-14.401257152362975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,9,,,,,7.813218654088636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,10,,,,,14.683689084196162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,11,,,,,9.163357542977526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,12,,,,,-17.12706360397588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,1,,,,,-16.057977582470503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,2,,,,,-8.281652035566536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,3,,,,,-9.865638872793085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,4,,,,,-9.74344801257803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,5,,,,,1.173205213228421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,6,,,,,-0.05858690146691951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,7,,,,,-15.436741023330718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,8,,,,,-17.821956077094157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,9,,,,,7.39780198742197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,10,,,,,26.994844998174656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,11,,,,,3.9251630985330803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,12,,,,,-14.328407689997388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,1,,,,,-26.210396937309216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,2,,,,,-14.141334917339934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,3,,,,,-8.21980553945975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,4,,,,,-18.320392457022475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,5,,,,,-12.521956077094158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,6,,,,,-6.726503568133586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,7,,,,,-19.195746399674807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,8,,,,,5.796457901400465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,9,,,,,6.73766309853308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,10,,,,,16.224952525056377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,11,,,,,2.755024209644191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,12,,,,,-7.725988335158676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,1,,,,,-11.34480553945975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,2,,,,,-0.7658884887685071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,3,,,,,-13.958515216879107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,4,,,,,-16.14469801257803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,5,,,,,0.6831514497875611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,6,,,,,-1.8742813459113639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,7,,,,,-9.336606614728568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,8,,,,,-14.620074356664052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,9,,,,,6.8480797651997465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,10,,,,,20.403850374518747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,11,,,,,0.5072464318664143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,12,,,,,-10.663622743760826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,1,,,,,-14.67921414161029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,2,,,,,-12.662465869720888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,3,,,,,-12.908784034083405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,4,,,,,0.13696865408863693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,5,,,,,-8.558515216879107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,6,,,,,-8.74733690146692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,7,,,,,-19.841310915803838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,8,,,,,-18.27760123838448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,9,,,,,-15.707753568133588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,10,,,,,5.30304392290584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,11,,,,,-6.63483690146692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,12,,,,,-22.598031345911362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,1,,,,,-30.147359302900608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,2,,,,,-27.923606058555045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,3,,,,,-21.089025969567277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,4,,,,,-9.585253568133586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,5,,,,,-14.109052851287709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,6,,,,,3.9604408763108583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,7,,,,,1.6525062884972386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,8,,,,,-1.4339184426855567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,9,,,,,23.27544087631086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,10,,,,,31.64363532075531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,11,,,,,1.405440876310858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,12,,,,,-14.866445324405985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1,,,,,-8.561472206126417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,2,,,,,-32.059340869720884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,3,,,,,-22.073972206126417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,4,,,,,-16.02844801257803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,5,,,,,-5.441042098599534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,6,,,,,-10.838309123689141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,7,,,,,-10.44655285128771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,8,,,,,1.678715965916592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,9,,,,,19.83682976519975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,10,,,,,8.722129944411217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,11,,,,,4.5594686540886356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,12,,,,,-13.219805539459749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1,,,,,-27.587278657739322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,2,,,,,-25.815739679244697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,3,,,,,-13.363757152362977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,4,,,,,-20.51858690146692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,5,,,,,-23.52007435666405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,6,,,,,-18.622614679244695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,7,,,,,-26.813891560965125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,8,,,,,-13.859052851287709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,9,,,,,2.7509964318664144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,10,,,,,5.416215965916593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,11,,,,,-0.735809123689142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,12,,,,,-20.566445324405986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,,,,,-28.2694023136533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,2,,,,,-20.12749563162565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,3,,,,,-19.256633496449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,4,,,,,-10.48455912368914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,5,,,,,-5.837413066341472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,6,,,,,-12.636225790355807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,7,,,,,-27.347090485696313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,8,,,,,-16.415773281395232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,9,,,,,-6.784142457022475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,10,,,,,-0.2810958620403966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,11,,,,,-0.9203924570224754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,12,,,,,-10.509590485696311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,1,,,,,-15.196149625481256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,2,,,,,-22.240416403382632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,3,,,,,-17.17625715236298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,4,,,,,-23.7326146792447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,5,,,,,-19.119805539459747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,6,,,,,-3.8476146792446975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,7,,,,,-9.140101238384482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,8,,,,,-25.43203672225545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,9,,,,,-2.6778924570224754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,10,,,,,14.6686353207553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,11,,,,,-2.441920234800252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,12,,,,,-19.67303134591136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,1,,,,,-22.11053134591136,,,,,,,,,,-17.967050354200936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,2,,,,,-11.753090869720888,,,,,,,,,,-14.681563659523063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,3,,,,,-20.62262812010491,,,,,,,,,,-20.066077868432433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,4,,,,,-12.804975790355808,,,,,,,,,,-13.951821596031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,5,,,,,-14.302735646986632,,,,,,,,,,-13.519438083486193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,6,,,,,-15.972475790355809,,,,,,,,,,-10.278071596030996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,7,,,,,-27.209859302900608,,,,,,,,,,-13.02615851359372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,8,,,,,-13.974375431932867,,,,,,,,,,-4.585970341550711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,9,,,,,0.6340519874219687,,,,,,,,,,-3.7747382626976633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,10,,,,,-14.34883779752427,,,,,,,,,,-3.9835509867120003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,11,,,,,-22.73317023480025,,,,,,,,,,-10.030154929364333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,12,,,,,-24.346956077094156,,,,,,,,,,-14.393863472845913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,1,,,,,-24.395746399674803,,,,,,,,,,-18.687566853483574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,2,,,,,-22.723775393530406,,,,,,,,,,-23.047188659523062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,3,,,,,-32.50784317386835,,,,,,,,,,-26.036642384561464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,4,,,,,-22.67192023480025,,,,,,,,,,-19.724182707142106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,5,,,,,-16.608111991072658,,,,,,,,,,-6.746319803916301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
